playerHP,enemyHP,playerLastAction,enemyLastAction,turnNumber,playerStreak,enemyStreak,playerDeltaHP,enemyDeltaHP,playerNextAction
1,0.4,0,2,52,52,52,0,-10,0
1,0.2,0,2,53,53,53,0,-10,0
1,0.6,1,2,54,54,54,0,20,1
1,0.6,0,0,55,55,55,0,0,0
0.8,0.6,0,1,56,56,56,-10,0,0
0.8,0.6,0,0,57,57,57,0,0,0
0.8,0.6,1,1,58,58,58,0,0,1
0.8,0.6,1,1,59,59,59,0,0,1
0.8,0.4,1,0,60,60,60,0,-10,1
0.8,0.8,1,2,61,61,61,0,20,1
0.8,0.6,0,2,62,62,62,0,-10,0
0.8,0.4,1,0,63,63,63,0,-10,1
0.8,0.2,0,2,64,64,64,0,-10,0
0.6,0.2,0,1,65,65,65,-10,0,0
0.4,0.2,0,1,66,66,66,-10,0,0
0.4,0.2,0,0,67,67,67,0,0,0
0.2,0.2,2,0,68,68,68,-10,0,2
0.2,0,0,2,69,69,69,0,-10,0
1,0.8,1,0,1,1,1,0,-10,1
1,0.6,1,0,2,2,2,0,-10,1
1,0.4,1,0,3,3,3,0,-10,1
1,0.4,0,0,4,4,4,0,0,0
1,0.2,1,0,5,5,5,0,-10,1
1,0.2,1,1,6,6,6,0,0,1
0.8,0.2,0,1,7,7,7,-10,0,0
0.8,0,1,0,8,8,8,0,-10,1
0.8,1,0,1,1,1,1,-10,0,0
1,1,2,1,2,2,2,0,0,2
1,0.8,0,2,3,3,3,0,-10,0
1,0.8,0,0,4,4,4,0,0,0
0.8,0.8,0,1,5,5,5,-10,0,0
0.8,0.6,1,0,6,6,6,0,-10,1
0.8,1,1,2,7,7,7,0,20,1
0.8,0.8,1,0,8,8,8,0,-10,1
0.8,1,1,2,9,9,9,0,0,1
0.8,0.8,1,0,10,10,10,0,-10,1
0.8,0.8,1,1,11,11,11,0,0,1
0.8,0.8,0,0,12,12,12,0,0,0
0.8,0.8,1,1,13,13,13,0,0,1
0.8,0.6,1,0,14,14,14,0,-10,1
0.8,0.4,1,0,15,15,15,0,-10,1
0.8,0.4,0,0,16,16,16,0,0,0
0.8,0.2,1,0,17,17,17,0,-10,1
0.8,0,0,2,18,18,18,0,-10,0
1,1,1,2,1,1,1,0,0,1
1,0.8,0,2,2,2,2,0,-10,0
1,0.6,0,2,3,3,3,0,-10,0
1,0.6,1,1,4,4,4,0,0,1
1,0.6,1,1,5,5,5,0,0,1
0.8,0.6,0,1,6,6,6,-10,0,0
0.8,0.4,1,0,7,7,7,0,-10,1
0.8,0.4,1,1,8,8,8,0,0,1
0.8,0.2,1,0,9,9,9,0,-10,1
0.8,0.6,1,2,10,10,10,0,20,1
0.8,0.6,0,0,11,11,11,0,0,0
0.8,0.6,1,1,12,12,12,0,0,1
0.8,1,1,2,13,13,13,0,20,1
0.8,1,0,0,14,14,14,0,0,0
0.8,1,1,2,15,15,15,0,0,1
0.8,0.8,0,2,16,16,16,0,-10,0
0.8,0.6,0,2,17,17,17,0,-10,0
0.8,0.6,0,0,18,18,18,0,0,0
0.8,0.4,1,0,19,19,19,0,-10,1
0.6,0.4,0,1,20,20,20,-10,0,0
0.6,0.4,1,1,21,21,21,0,0,1
1,0.8,2,2,22,22,22,20,20,2
1,0.8,0,0,23,23,23,0,0,0
1,0.8,1,1,24,24,24,0,0,1
1,0.8,0,0,25,25,25,0,0,0
1,0.8,0,0,26,26,26,0,0,0
1,0.8,1,1,27,27,27,0,0,1
1,0.8,1,1,28,28,28,0,0,1
1,0.6,0,2,29,29,29,0,-10,0
1,0.4,0,2,30,30,30,0,-10,0
0.8,0.4,0,1,31,31,31,-10,0,0
0.6,0.4,0,1,32,32,32,-10,0,0
0.6,0.2,1,0,33,33,33,0,-10,1
0.6,0.2,0,0,34,34,34,0,0,0
0.6,0,1,0,35,35,35,0,-10,1
1,1,1,2,1,1,1,0,0,1
1,1,0,0,2,2,2,0,0,0
1,1,0,0,3,3,3,0,0,0
1,0.8,1,0,4,4,4,0,-10,1
1,0.8,1,1,5,5,5,0,0,1
0.8,0.8,0,1,6,6,6,-10,0,0
0.8,0.8,1,1,7,7,7,0,0,1
0.8,0.8,1,1,8,8,8,0,0,1
0.8,0.6,1,0,9,9,9,0,-10,1
0.8,0.4,1,0,10,10,10,0,-10,1
0.8,0.2,0,2,11,11,11,0,-10,0
0.8,0.2,1,1,12,12,12,0,0,1
0.8,0.6,1,2,13,13,13,0,20,1
0.8,0.4,0,2,14,14,14,0,-10,0
0.6,0.4,0,1,15,15,15,-10,0,0
0.4,0.4,0,1,16,16,16,-10,0,0
0.4,0.4,1,1,17,17,17,0,0,1
0.8,0.4,2,1,18,18,18,20,0,2
0.8,0.4,1,1,19,19,19,0,0,1
0.8,0.4,0,0,20,20,20,0,0,0
0.8,0.8,1,2,21,21,21,0,20,1
0.8,0.8,1,1,22,22,22,0,0,1
0.8,0.6,1,0,23,23,23,0,-10,1
0.8,0.6,0,0,24,24,24,0,0,0
0.8,0.6,0,0,25,25,25,0,0,0
0.8,0.4,0,2,26,26,26,0,-10,0
0.8,0.4,1,1,27,27,27,0,0,1
0.8,0.4,1,1,28,28,28,0,0,1
0.6,0.4,2,0,29,29,29,-10,0,2
1,0.8,2,2,30,30,30,20,20,2
1,0.8,0,0,31,31,31,0,0,0
1,0.8,0,0,32,32,32,0,0,0
1,0.6,1,0,33,33,33,0,-10,1
0.8,0.6,0,1,34,34,34,-10,0,0
0.8,0.4,0,2,35,35,35,0,-10,0
0.8,0.8,1,2,36,36,36,0,20,1
0.6,0.8,0,1,37,37,37,-10,0,0
0.4,0.8,0,1,38,38,38,-10,0,0
0.8,1,2,2,39,39,39,20,0,2
0.8,1,0,0,40,40,40,0,0,0
0.8,0.8,1,0,41,41,41,0,-10,1
0.8,0.6,1,0,42,42,42,0,-10,1
0.8,0.6,0,0,43,43,43,0,0,0
0.8,0.4,1,0,44,44,44,0,-10,1
0.8,0.8,1,2,45,45,45,0,20,1
0.8,0.8,1,1,46,46,46,0,0,1
0.8,0.8,1,1,47,47,47,0,0,1
0.6,0.8,2,0,48,48,48,-10,0,2
0.4,0.8,0,1,49,49,49,-10,0,0
0.2,0.8,2,0,50,50,50,-10,0,2
0.2,0.6,1,0,51,51,51,0,-10,1
0,0.6,0,1,52,52,52,-10,0,0
1,1,0,0,1,1,1,0,0,0
1,0.8,0,2,2,2,2,0,-10,0
1,0.6,0,2,3,3,3,0,-10,0
0.8,0.6,0,1,4,4,4,-10,0,0
0.8,0.6,0,0,5,5,5,0,0,0
0.8,0.4,0,2,6,6,6,0,-10,0
0.8,0.2,1,0,7,7,7,0,-10,1
0.8,0,0,2,8,8,8,0,-10,0
0.8,1,0,1,1,1,1,-10,0,0
0.8,1,0,0,2,2,2,0,0,0
0.8,0.8,0,2,3,3,3,0,-10,0
0.6,0.8,0,1,4,4,4,-10,0,0
0.4,0.8,2,0,5,5,5,-10,0,2
0.4,1,1,2,6,6,6,0,0,1
0.2,1,2,0,7,7,7,-10,0,2
0.2,0.8,1,0,8,8,8,0,-10,1
0,0.8,2,0,9,9,9,-10,0,2
1,1,0,0,1,1,1,0,0,0
1,0.8,1,0,2,2,2,0,-10,1
1,0.6,1,0,3,3,3,0,-10,1
1,0.4,1,0,4,4,4,0,-10,1
1,0.4,1,1,5,5,5,0,0,1
1,0.4,1,1,6,6,6,0,0,1
1,0.2,0,2,7,7,7,0,-10,0
0.8,0.2,0,1,8,8,8,-10,0,0
0.6,0.2,0,1,9,9,9,-10,0,0
0.6,0.2,0,0,10,10,10,0,0,0
0.4,0.2,0,1,11,11,11,-10,0,0
0.4,0,0,2,12,12,12,0,-10,0
0.8,1,0,1,1,1,1,-10,0,0
0.8,1,1,2,2,2,2,0,0,1
0.6,1,0,1,3,3,3,-10,0,0
0.6,1,0,0,4,4,4,0,0,0
0.6,1,0,0,5,5,5,0,0,0
0.6,0.8,0,2,6,6,6,0,-10,0
0.6,0.8,0,0,7,7,7,0,0,0
0.6,1,1,2,8,8,8,0,0,1
0.6,0.8,1,0,9,9,9,0,-10,1
1,0.8,2,1,10,10,10,20,0,2
1,0.6,0,2,11,11,11,0,-10,0
1,0.4,1,0,12,12,12,0,-10,1
1,0.2,1,0,13,13,13,0,-10,1
0.8,0.2,0,1,14,14,14,-10,0,0
0.8,0,0,2,15,15,15,0,-10,0
1,1,0,0,1,1,1,0,0,0
1,1,1,1,2,2,2,0,0,1
1,1,1,2,3,3,3,0,0,1
1,0.8,1,0,4,4,4,0,-10,1
1,0.8,0,0,5,5,5,0,0,0
1,0.8,1,1,6,6,6,0,0,1
0.8,0.8,0,1,7,7,7,-10,0,0
0.8,0.6,0,2,8,8,8,0,-10,0
0.8,0.4,0,2,9,9,9,0,-10,0
0.8,0.8,1,2,10,10,10,0,20,1
0.6,0.8,0,1,11,11,11,-10,0,0
0.6,1,1,2,12,12,12,0,0,1
0.6,1,1,2,13,13,13,0,0,1
0.6,1,1,2,14,14,14,0,0,1
0.6,0.8,1,0,15,15,15,0,-10,1
0.4,0.8,0,1,16,16,16,-10,0,0
0.2,0.8,0,1,17,17,17,-10,0,0
0.6,1,2,2,18,18,18,20,0,2
0.6,1,0,0,19,19,19,0,0,0
1,1,2,2,20,20,20,20,0,2
1,1,1,1,21,21,21,0,0,1
1,0.8,0,2,22,22,22,0,-10,0
1,0.8,0,0,23,23,23,0,0,0
1,0.8,0,0,24,24,24,0,0,0
0.8,0.8,0,1,25,25,25,-10,0,0
0.8,1,1,2,26,26,26,0,0,1
0.8,1,1,2,27,27,27,0,0,1
0.8,1,0,0,28,28,28,0,0,0
0.8,0.8,1,0,29,29,29,0,-10,1
0.8,0.8,0,0,30,30,30,0,0,0
0.8,0.8,0,0,31,31,31,0,0,0
0.8,0.8,0,0,32,32,32,0,0,0
0.8,0.8,1,1,33,33,33,0,0,1
0.6,0.8,0,1,34,34,34,-10,0,0
0.6,0.6,1,0,35,35,35,0,-10,1
1,1,2,2,36,36,36,20,20,2
0.8,1,0,1,37,37,37,-10,0,0
0.8,0.8,1,0,38,38,38,0,-10,1
0.8,0.8,1,1,39,39,39,0,0,1
1,1,2,2,40,40,40,0,0,2
1,1,1,1,41,41,41,0,0,1
1,1,0,0,42,42,42,0,0,0
1,0.8,0,2,43,43,43,0,-10,0
1,0.8,1,1,44,44,44,0,0,1
1,0.6,1,0,45,45,45,0,-10,1
1,0.4,0,2,46,46,46,0,-10,0
1,0.4,0,0,47,47,47,0,0,0
1,0.8,1,2,48,48,48,0,20,1
1,0.6,1,0,49,49,49,0,-10,1
1,1,1,2,50,50,50,0,20,1
1,0.8,0,2,51,51,51,0,-10,0
0.8,0.8,0,1,52,52,52,-10,0,0
0.8,0.8,0,0,53,53,53,0,0,0
0.8,1,1,2,54,54,54,0,0,1
0.6,1,0,1,55,55,55,-10,0,0
0.4,1,2,0,56,56,56,-10,0,2
0.4,1,1,2,57,57,57,0,0,1
0.4,1,1,2,58,58,58,0,0,1
0.4,1,1,1,59,59,59,0,0,1
0.4,1,0,0,60,60,60,0,0,0
0.2,1,0,1,61,61,61,-10,0,0
0,1,2,0,62,62,62,-10,0,2
1,0.8,0,2,1,1,1,0,-10,0
0.8,0.8,0,1,2,2,2,-10,0,0
0.8,1,1,2,3,3,3,0,0,1
0.8,1,0,0,4,4,4,0,0,0
0.8,1,1,1,5,5,5,0,0,1
0.8,0.8,0,2,6,6,6,0,-10,0
0.8,0.8,0,0,7,7,7,0,0,0
0.8,1,1,2,8,8,8,0,0,1
0.8,1,1,2,9,9,9,0,0,1
0.8,1,0,0,10,10,10,0,0,0
0.8,1,1,2,11,11,11,0,0,1
0.8,1,0,0,12,12,12,0,0,0
0.6,1,0,1,13,13,13,-10,0,0
0.6,1,1,1,14,14,14,0,0,1
0.4,1,2,0,15,15,15,-10,0,2
0.2,1,2,0,16,16,16,-10,0,2
0.2,1,1,2,17,17,17,0,0,1
0.6,1,2,2,18,18,18,20,0,2
0.4,1,2,0,19,19,19,-10,0,2
0.2,1,2,0,20,20,20,-10,0,2
0.6,1,2,2,21,21,21,20,0,2
0.4,1,0,1,22,22,22,-10,0,0
0.4,1,1,2,23,23,23,0,0,1
0.2,1,0,1,24,24,24,-10,0,0
0.6,1,2,2,25,25,25,20,0,2
1,1,2,1,26,26,26,20,0,2
1,0.8,0,2,27,27,27,0,-10,0
1,0.6,0,2,28,28,28,0,-10,0
1,0.6,1,1,29,29,29,0,0,1
1,0.4,0,2,30,30,30,0,-10,0
1,0.4,0,0,31,31,31,0,0,0
1,0.4,1,1,32,32,32,0,0,1
1,0.4,0,0,33,33,33,0,0,0
1,0.4,1,1,34,34,34,0,0,1
1,0.4,1,1,35,35,35,0,0,1
1,0.4,1,1,36,36,36,0,0,1
1,0.4,1,1,37,37,37,0,0,1
1,0.4,1,1,38,38,38,0,0,1
1,0.2,1,0,39,39,39,0,-10,1
1,0.2,1,1,40,40,40,0,0,1
0.8,0.2,0,1,41,41,41,-10,0,0
1,0.2,2,1,42,42,42,0,0,2
1,0,0,2,43,43,43,0,-10,0
1,1,0,0,1,1,1,0,0,0
1,0.8,1,0,2,2,2,0,-10,1
1,1,1,2,3,3,3,0,0,1
0.8,1,0,1,4,4,4,-10,0,0
0.8,0.8,1,0,5,5,5,0,-10,1
0.6,0.8,0,1,6,6,6,-10,0,0
0.6,0.8,0,0,7,7,7,0,0,0
0.6,0.6,1,0,8,8,8,0,-10,1
1,1,2,2,9,9,9,20,20,2
1,0.8,0,2,10,10,10,0,-10,0
1,1,1,2,11,11,11,0,0,1
1,1,1,1,12,12,12,0,0,1
1,0.8,1,0,13,13,13,0,-10,1
1,0.6,0,2,14,14,14,0,-10,0
0.8,0.6,0,1,15,15,15,-10,0,0
0.8,0.4,1,0,16,16,16,0,-10,1
0.8,0.4,1,1,17,17,17,0,0,1
0.8,0.2,1,0,18,18,18,0,-10,1
0.8,0,1,0,19,19,19,0,-10,1
1,0.8,0,2,1,1,1,0,-10,0
1,0.6,0,2,2,2,2,0,-10,0
0.8,0.6,0,1,3,3,3,-10,0,0
0.8,0.6,0,0,4,4,4,0,0,0
0.8,0.6,0,0,5,5,5,0,0,0
0.8,0.6,0,0,6,6,6,0,0,0
0.8,0.6,1,1,7,7,7,0,0,1
0.6,0.6,2,0,8,8,8,-10,0,2
0.6,0.4,0,2,9,9,9,0,-10,0
0.6,0.2,1,0,10,10,10,0,-10,1
0.4,0.2,0,1,11,11,11,-10,0,0
0.4,0,0,2,12,12,12,0,-10,0
1,0.8,0,2,1,1,1,0,-10,0
1,0.8,1,1,2,2,2,0,0,1
1,0.8,0,0,3,3,3,0,0,0
1,0.6,0,2,4,4,4,0,-10,0
0.8,0.6,0,1,5,5,5,-10,0,0
0.8,0.6,1,1,6,6,6,0,0,1
0.8,1,1,2,7,7,7,0,20,1
0.8,1,1,2,8,8,8,0,0,1
0.8,0.8,0,2,9,9,9,0,-10,0
0.8,0.8,1,1,10,10,10,0,0,1
0.8,0.8,1,1,11,11,11,0,0,1
1,0.8,2,1,12,12,12,0,0,2
0.8,0.8,2,0,13,13,13,-10,0,2
0.8,0.6,1,0,14,14,14,0,-10,1
0.8,0.4,0,2,15,15,15,0,-10,0
0.6,0.4,0,1,16,16,16,-10,0,0
0.6,0.2,0,2,17,17,17,0,-10,0
0.4,0.2,2,0,18,18,18,-10,0,2
0.2,0.2,0,1,19,19,19,-10,0,0
0.2,0.2,0,0,20,20,20,0,0,0
0.6,0.6,2,2,21,21,21,20,20,2
0.6,0.4,0,2,22,22,22,0,-10,0
0.4,0.4,0,1,23,23,23,-10,0,0
0.2,0.4,2,0,24,24,24,-10,0,2
0,0.4,2,0,25,25,25,-10,0,2
1,1,1,1,1,1,1,0,0,1
1,1,0,0,2,2,2,0,0,0
1,1,1,2,3,3,3,0,0,1
0.8,1,0,1,4,4,4,-10,0,0
0.8,0.8,1,0,5,5,5,0,-10,1
0.8,0.6,1,0,6,6,6,0,-10,1
0.8,0.4,1,0,7,7,7,0,-10,1
0.8,0.2,1,0,8,8,8,0,-10,1
0.8,0.2,1,1,9,9,9,0,0,1
0.6,0.2,0,1,10,10,10,-10,0,0
0.6,0.2,1,1,11,11,11,0,0,1
1,0.2,2,1,12,12,12,20,0,2
1,0.6,2,2,13,13,13,0,20,2
1,0.4,1,0,14,14,14,0,-10,1
1,0.4,1,1,15,15,15,0,0,1
0.8,0.4,0,1,16,16,16,-10,0,0
0.8,0.4,1,1,17,17,17,0,0,1
0.6,0.4,0,1,18,18,18,-10,0,0
0.6,0.4,1,1,19,19,19,0,0,1
0.4,0.4,2,0,20,20,20,-10,0,2
0.8,0.8,2,2,21,21,21,20,20,2
0.8,0.8,1,1,22,22,22,0,0,1
0.8,0.6,1,0,23,23,23,0,-10,1
0.8,0.6,1,1,24,24,24,0,0,1
0.8,0.4,0,2,25,25,25,0,-10,0
0.8,0.2,0,2,26,26,26,0,-10,0
0.8,0,0,2,27,27,27,0,-10,0
1,0.8,0,2,1,1,1,0,-10,0
1,0.6,0,2,2,2,2,0,-10,0
0.8,0.6,0,1,3,3,3,-10,0,0
0.8,0.4,1,0,4,4,4,0,-10,1
0.8,0.2,1,0,5,5,5,0,-10,1
0.8,0.6,1,2,6,6,6,0,20,1
0.8,1,1,2,7,7,7,0,20,1
0.8,0.8,0,2,8,8,8,0,-10,0
0.6,0.8,0,1,9,9,9,-10,0,0
0.4,0.8,2,0,10,10,10,-10,0,2
0.2,0.8,2,0,11,11,11,-10,0,2
0.2,0.8,1,1,12,12,12,0,0,1
0.2,0.6,0,2,13,13,13,0,-10,0
0.6,1,2,2,14,14,14,20,20,2
0.4,1,0,1,15,15,15,-10,0,0
0.4,1,0,0,16,16,16,0,0,0
0.2,1,0,1,17,17,17,-10,0,0
0.2,1,1,2,18,18,18,0,0,1
0,1,2,0,19,19,19,-10,0,2
1,1,0,0,1,1,1,0,0,0
1,1,1,1,2,2,2,0,0,1
0.8,1,0,1,3,3,3,-10,0,0
0.8,1,1,2,4,4,4,0,0,1
0.8,1,1,2,5,5,5,0,0,1
0.6,1,0,1,6,6,6,-10,0,0
0.6,1,1,1,7,7,7,0,0,1
1,1,2,1,8,8,8,20,0,2
0.8,1,2,0,9,9,9,-10,0,2
0.6,1,0,1,10,10,10,-10,0,0
0.4,1,0,1,11,11,11,-10,0,0
0.4,0.8,0,2,12,12,12,0,-10,0
0.4,0.8,0,0,13,13,13,0,0,0
0.2,0.8,0,1,14,14,14,-10,0,0
0,0.8,0,1,15,15,15,-10,0,0
0.8,1,0,1,1,1,1,-10,0,0
0.8,1,1,2,2,2,2,0,0,1
0.8,1,0,0,3,3,3,0,0,0
0.6,1,0,1,4,4,4,-10,0,0
0.6,1,1,2,5,5,5,0,0,1
1,1,2,2,6,6,6,20,0,2
1,1,0,0,7,7,7,0,0,0
1,0.8,1,0,8,8,8,0,-10,1
1,1,1,2,9,9,9,0,0,1
1,1,0,0,10,10,10,0,0,0
1,1,0,0,11,11,11,0,0,0
1,0.8,0,2,12,12,12,0,-10,0
1,1,1,2,13,13,13,0,0,1
0.8,1,0,1,14,14,14,-10,0,0
0.8,0.8,0,2,15,15,15,0,-10,0
0.8,0.8,0,0,16,16,16,0,0,0
0.8,0.8,1,1,17,17,17,0,0,1
1,1,2,2,18,18,18,0,0,2
0.8,1,0,1,19,19,19,-10,0,0
0.8,0.8,1,0,20,20,20,0,-10,1
0.8,0.6,1,0,21,21,21,0,-10,1
0.8,0.6,0,0,22,22,22,0,0,0
0.8,0.4,1,0,23,23,23,0,-10,1
0.8,0.2,0,2,24,24,24,0,-10,0
0.8,0,0,2,25,25,25,0,-10,0
1,1,0,0,1,1,1,0,0,0
1,0.8,1,0,2,2,2,0,-10,1
1,0.8,1,1,3,3,3,0,0,1
0.8,0.8,0,1,4,4,4,-10,0,0
0.6,0.8,2,0,5,5,5,-10,0,2
0.6,0.6,1,0,6,6,6,0,-10,1
0.6,0.6,0,0,7,7,7,0,0,0
0.6,0.6,0,0,8,8,8,0,0,0
0.6,0.4,0,2,9,9,9,0,-10,0
0.6,0.4,1,1,10,10,10,0,0,1
1,0.8,2,2,11,11,11,20,20,2
0.8,0.8,0,1,12,12,12,-10,0,0
0.8,1,1,2,13,13,13,0,0,1
0.8,0.8,1,0,14,14,14,0,-10,1
0.8,0.6,1,0,15,15,15,0,-10,1
0.8,0.4,0,2,16,16,16,0,-10,0
0.8,0.8,1,2,17,17,17,0,20,1
0.6,0.8,0,1,18,18,18,-10,0,0
1,0.8,2,1,19,19,19,20,0,2
1,0.6,1,0,20,20,20,0,-10,1
1,0.4,1,0,21,21,21,0,-10,1
1,0.2,0,2,22,22,22,0,-10,0
1,0.2,1,1,23,23,23,0,0,1
0.8,0.2,0,1,24,24,24,-10,0,0
0.8,0.2,0,0,25,25,25,0,0,0
0.8,0.2,0,0,26,26,26,0,0,0
0.8,0.2,1,1,27,27,27,0,0,1
0.8,0.2,0,0,28,28,28,0,0,0
0.8,0.2,1,1,29,29,29,0,0,1
0.8,0,1,0,30,30,30,0,-10,1
1,1,1,2,1,1,1,0,0,1
1,1,1,2,2,2,2,0,0,1
1,1,1,2,3,3,3,0,0,1
1,1,0,0,4,4,4,0,0,0
0.8,1,0,1,5,5,5,-10,0,0
0.6,1,0,1,6,6,6,-10,0,0
0.4,1,2,0,7,7,7,-10,0,2
0.4,0.8,1,0,8,8,8,0,-10,1
0.4,0.8,0,0,9,9,9,0,0,0
0.4,0.8,1,1,10,10,10,0,0,1
0.8,0.8,2,1,11,11,11,20,0,2
0.8,0.6,1,0,12,12,12,0,-10,1
0.8,0.4,1,0,13,13,13,0,-10,1
0.8,0.2,1,0,14,14,14,0,-10,1
0.8,0.2,1,1,15,15,15,0,0,1
0.8,0,1,0,16,16,16,0,-10,1
1,1,0,0,1,1,1,0,0,0
0.8,1,0,1,2,2,2,-10,0,0
0.6,1,0,1,3,3,3,-10,0,0
0.6,1,1,1,4,4,4,0,0,1
0.6,1,0,0,5,5,5,0,0,0
0.6,1,1,1,6,6,6,0,0,1
1,1,2,1,7,7,7,20,0,2
1,0.8,1,0,8,8,8,0,-10,1
1,1,1,2,9,9,9,0,0,1
1,0.8,0,2,10,10,10,0,-10,0
1,0.6,0,2,11,11,11,0,-10,0
0.8,0.6,0,1,12,12,12,-10,0,0
0.8,0.4,1,0,13,13,13,0,-10,1
0.8,0.2,1,0,14,14,14,0,-10,1
0.8,0,0,2,15,15,15,0,-10,0
0.8,1,0,1,1,1,1,-10,0,0
0.8,1,1,2,2,2,2,0,0,1
0.8,0.8,1,0,3,3,3,0,-10,1
0.8,1,1,2,4,4,4,0,0,1
0.6,1,0,1,5,5,5,-10,0,0
1,1,2,2,6,6,6,20,0,2
1,1,1,1,7,7,7,0,0,1
0.8,1,0,1,8,8,8,-10,0,0
0.8,1,1,2,9,9,9,0,0,1
0.8,0.8,1,0,10,10,10,0,-10,1
0.8,0.8,1,1,11,11,11,0,0,1
0.8,0.8,0,0,12,12,12,0,0,0
0.6,0.8,0,1,13,13,13,-10,0,0
0.4,0.8,0,1,14,14,14,-10,0,0
0.8,0.8,2,1,15,15,15,20,0,2
0.6,0.8,0,1,16,16,16,-10,0,0
0.4,0.8,0,1,17,17,17,-10,0,0
0.4,0.8,1,1,18,18,18,0,0,1
0.4,0.6,0,2,19,19,19,0,-10,0
0.2,0.6,0,1,20,20,20,-10,0,0
0.2,0.6,0,0,21,21,21,0,0,0
0,0.6,2,0,22,22,22,-10,0,2
1,1,0,0,1,1,1,0,0,0
1,1,1,2,2,2,2,0,0,1
0.8,1,0,1,3,3,3,-10,0,0
0.8,1,1,1,4,4,4,0,0,1
0.8,1,1,1,5,5,5,0,0,1
0.8,0.8,1,0,6,6,6,0,-10,1
0.6,0.8,0,1,7,7,7,-10,0,0
0.6,0.8,0,0,8,8,8,0,0,0
0.6,0.8,0,0,9,9,9,0,0,0
0.6,0.8,0,0,10,10,10,0,0,0
0.6,0.8,0,0,11,11,11,0,0,0
0.4,0.8,0,1,12,12,12,-10,0,0
0.4,1,1,2,13,13,13,0,0,1
0.2,1,0,1,14,14,14,-10,0,0
0,1,2,0,15,15,15,-10,0,2
1,0.8,1,0,1,1,1,0,-10,1
1,0.8,0,0,2,2,2,0,0,0
0.8,0.8,0,1,3,3,3,-10,0,0
1,0.8,2,1,4,4,4,0,0,2
1,0.6,1,0,5,5,5,0,-10,1
1,0.6,1,1,6,6,6,0,0,1
1,1,1,2,7,7,7,0,20,1
1,1,1,1,8,8,8,0,0,1
1,1,0,0,9,9,9,0,0,0
1,1,0,0,10,10,10,0,0,0
0.8,1,0,1,11,11,11,-10,0,0
0.8,1,1,2,12,12,12,0,0,1
0.6,1,0,1,13,13,13,-10,0,0
0.4,1,2,0,14,14,14,-10,0,2
0.4,1,1,2,15,15,15,0,0,1
0.8,1,2,1,16,16,16,20,0,2
0.6,1,2,0,17,17,17,-10,0,2
1,1,2,2,18,18,18,20,0,2
1,1,0,0,19,19,19,0,0,0
1,1,1,1,20,20,20,0,0,1
1,1,0,0,21,21,21,0,0,0
0.8,1,0,1,22,22,22,-10,0,0
0.6,1,0,1,23,23,23,-10,0,0
0.4,1,0,1,24,24,24,-10,0,0
0.4,0.8,0,2,25,25,25,0,-10,0
